input,full_output,baseline_output,label_emotion,full_emotion,baseline_emotion
Did you find someone else?,I'm really sorry to hear that you're feeling this way. It's tough when we have worries about relationships. Just know that it's okay to feel sad and to talk about it. I'm here to listen if you want to share more.,"I'm sorry to hear that you're feeling this way. It sounds like you're going through a tough time. If you want to talk about it, I'm here to listen.",sadness,sad,sad
I have a secret account so I can still see her on facebook do you think that's a good idea?,"It sounds like you’re in a tough situation, and I can understand why you might feel the need to keep that connection. However, it’s important to think about how it might affect your feelings in the long run. Sometimes, seeing someone we care about can bring up a lot of emotions, especially if things have changed between you. It's okay to feel sad about it, and it’s important to take care of yourself. How do you feel about having that secret account?","It sounds like you're in a tough situation. Keeping a secret account to see someone might provide temporary comfort, but it could also complicate your feelings and make it harder to move on. It's important to think about how this might affect you in the long run. What do you feel when you see her posts?",sadness,sad,sad
Hello,"Hi there! It seems like you might be feeling a bit down. If you want to talk about what's on your mind, I'm here to listen.",Hello. How are you feeling today?,depression,sad,sad
"I am not feeling the best. I have been having some depression, because of not being able to see friends and family during this pandemic.","I'm really sorry to hear that you're feeling this way. It's completely understandable to feel down when you're missing out on time with friends and family, especially during such challenging times. You're not alone in this, and it's okay to acknowledge your feelings. If you want to talk more about it or share what's been on your mind, I'm here to listen.","I'm really sorry to hear that you're feeling this way. It's completely understandable to feel lonely and down during such challenging times, especially when you're missing your loved ones. It’s important to acknowledge these feelings and talk about them. Have you been able to connect with anyone virtually, or are there activities that help lift your spirits a bit?",depression,sad,sad
I try to message them as much as possible and call them on the phone but it is just not the same as actually getting to give the a hug and see them in person.,"I completely understand how you feel. It's really tough to be separated from the people we care about and not being able to share those physical moments like hugs. Those connections are so important, and it can be really hard when we can't experience them in person. It's okay to feel sad about it; your feelings are valid.","I completely understand how you feel. It's tough to be apart from those we care about, and virtual communication can often feel insufficient. A hug and in-person connection can bring so much comfort and warmth. Have you thought about planning a visit or finding ways to connect that might feel more personal, even from a distance?",depression,sad,sad
Yes. That works for some of my family but I have family in the nursing home that does not have access to computers. I haven't seen them in several months. It just breaks my heart.,"I'm really sorry to hear that you're feeling this way. It must be incredibly tough to be separated from your family, especially during such challenging times. Not being able to see them and share those moments can feel very painful. It's completely understandable to feel heartbroken about it. If you want to talk more about how you’re feeling or share some memories of your time with them, I'm here for you.","I'm really sorry to hear that. It must be incredibly difficult not being able to see your family in the nursing home, especially for such a long time. It's completely understandable to feel heartbroken about it. Have you been able to find any other ways to connect with them, like phone calls or sending letters?",depression,sad,sad
Yes. I have some very dear friends that have helped me a lot. I guess the depression is just worse because it is the holidays and this is the first year that I haven't got to spend it with my extended family members.,"I'm really sorry to hear that you're feeling this way, especially during the holidays when it can be so tough to be away from loved ones. It's completely understandable to feel sad and miss your family, especially during a time that's usually filled with togetherness and joy. It’s great that you have dear friends who support you, but it’s also okay to feel the weight of your emotions. Remember, it’s okay to reach out and share how you’re feeling. You’re not alone in this.","I'm really sorry to hear that you're feeling this way, especially during the holidays. It's understandable to feel more down when you're missing loved ones and familiar traditions. It’s great that you have dear friends who have been there for you, though. Have you considered reaching out to them or maybe doing something special to honor your family during this time?",depression,sad,sad
Yeah. I have a little dog that has been my cuddle buddy. I have had him for 13 years so he has seen me ugly cry many times. What are some things you do to deal with depression?,"I'm really sorry to hear that you're feeling this way. It sounds like your dog has been a wonderful companion for you, especially during tough times. Losing or facing challenges with a pet can be incredibly hard. 

When it comes to dealing with depression, many people find comfort in talking about their feelings, whether to friends, family, or professionals. Engaging in activities that bring you joy, even small ones, can also help. Some find solace in spending time in nature or practicing mindfulness and meditation. 

It's important to remember that you're not alone in this, and it's okay to seek support when you need it. Your feelings are valid, and it’s completely understandable to feel sad during difficult moments.","I'm really sorry to hear that you're feeling this way. It's clear that your dog has been a great source of comfort for you. When it comes to dealing with depression, some people find it helpful to talk about their feelings with someone they trust, whether that's a friend, family member, or a professional. Engaging in activities you enjoy, even if they seem small, can also help lift your mood. Additionally, spending time outdoors, getting regular exercise, and maintaining a routine can be beneficial. Remember, it's okay to seek support, and you're not alone in this.",depression,sad,sad
That sounds like some good advice. I think I will try to find a good podcast or a good comedy series that I like and spend time doing that. It's hard to be sad when you are watching something funny or listening to something funny. Thank you for the good advice and the listening ear.,"I'm really glad that you found the advice helpful! It’s great that you’re looking for ways to lift your spirits. Finding something funny can definitely be a wonderful distraction and a way to feel a little lighter. Remember, it’s okay to feel sad sometimes, but it’s also important to take care of yourself. If you ever need someone to talk to, I'm here for you.","I'm really glad to hear that you're considering finding a podcast or comedy series! Laughter can be a great way to lift your spirits. If you need any recommendations or just want to talk more, I'm here for you. Take care!",depression,sad,sad
That is so true. I guess we tend to feel guilty if we feel happy since there is so much sadness in the world right now. But you are so right about the fact that we will come out on the other side. It helps to remember that bad things don't last forever.,"I completely understand how you're feeling. It's tough to navigate those emotions, especially when the world feels heavy with sadness. It's important to acknowledge that it's okay to feel happy, even amidst difficulty. Holding onto the hope that things will get better can be a comforting thought. You're not alone in this, and it's perfectly natural to have mixed feelings.","It's completely understandable to feel that way. It's tough to find joy when there's so much sadness around us. Holding onto the belief that things can get better is important, though. Remembering that happiness can coexist with sadness might help in finding a balance. It’s okay to allow yourself moments of joy amidst the challenges. You're not alone in feeling this way.",depression,sad,sad
Yes. I live in the country so I can go for nice walks when the weather is nice. Staying safe is definitely important right now.,"It sounds like you find some comfort in nature, which can be really soothing, especially during tough times. It's good to hear you're prioritizing safety while still enjoying those walks. If you ever want to share more about how you're feeling or what you're experiencing, I'm here to listen.","That sounds lovely! Being able to enjoy nature can be really uplifting, especially when the weather is nice. It’s great that you’re mindful of staying safe as well. Do you have a favorite walking spot or trail?",depression,sad,sad
Yes that is exactly what I do. Thank you so much for your help today. You have made me feel better just having someone to vent to.,"I'm really glad to hear that talking helped you feel a bit better. It's completely okay to need someone to listen. If you ever want to share more or just need a space to express yourself, I'm here for you. Your feelings are important, and you deserve to be heard.","I'm really glad to hear that! Sometimes just talking things out can make a big difference. If you need to share more or just want to chat, I'm here for you.",depression,sad,sad
"Yes. It the weather is very pretty here today. As a matter of fact, I think I am fixing to go for a nice walk. I hope you have a wonderful day and thank you for listening.","It sounds like you're trying to find a little light in your day, and that's really important. I hope that walk brings you some peace and joy. It's great that you're taking time for yourself. If you ever want to share more or just talk, I'm here for you. Thank you for sharing your thoughts with me!","It sounds lovely to enjoy a nice walk in pretty weather. I hope it brings you some comfort and joy. Thank you for sharing, and I wish you a wonderful day as well!",depression,sad,sad
Hello,Hi there! How are you doing today?,Hello. How can I assist you today?,anger,angry,angry
I have been better,"I'm sorry to hear that you're not feeling great right now. It's completely understandable to have those moments. If you’d like to share what's bothering you, I'm here to listen.","I'm sorry to hear that you're feeling this way. If you want to talk about what's bothering you, I'm here to listen.",anger,angry,angry
My ex partner and I broke up a long time ago because they cheated on me. Now they will not stop contacting my friends and family and posting about me on social media,I can understand why this situation would make you feel angry. It’s frustrating when someone you’ve moved on from continues to intrude in your life. It's important to set boundaries and protect your space. Have you considered talking to your friends and family about how you feel? They might be able to help you manage the situation.,"That sounds incredibly frustrating and unfair to you. It's understandable to feel angry about the situation, especially since you've moved on. Have you considered talking to your friends and family about setting boundaries with your ex? It's important to protect your peace and make sure they know how you feel about the contact.",anger,angry,angry
I usually just document it and try to not go online for a while. It is hard to ignore,"I completely understand how difficult it can be to deal with those feelings. Taking a break from online interactions can be a healthy way to cope. It’s great that you’re finding ways to manage your emotions. If you feel comfortable, talking about what’s bothering you might help. I'm here to listen.",It's completely understandable to feel that way. Taking a break from online spaces can be a healthy way to manage those feelings. Documenting your thoughts can also help clarify things. What have you found helps you the most during these times?,anger,angry,angry
I have tried but everyone just tells me there is nothing they can do because they don't think it is dangerous or criminal at this point,I can understand how frustrating that must be for you. It’s tough when it feels like your concerns aren’t being taken seriously. Maybe it would help to talk about what’s specifically bothering you? Sometimes just expressing it can make a difference.,I can understand why that would be incredibly frustrating. It can feel really disheartening when you believe something needs attention and others don’t seem to see it the same way. Have you considered reaching out to someone else who might take your concerns more seriously?,anger,angry,angry
I have confronted them in person but it was dramatic to say the least. They basically had a meltdown that they don't want to lose me,It sounds like that was a really intense situation for both of you. It’s understandable that emotions can run high when it comes to important relationships. Maybe taking a step back and giving each other some space could help in finding a calmer way to address the issues at hand. What do you think?,It sounds like a really intense situation. It's tough when emotions run high like that. How are you feeling about the whole confrontation now?,anger,angry,angry
"I have encouraged my friends to block them as well, but a new account always pops up. My ex really will not give up.","That sounds really frustrating, and it’s completely understandable to feel angry about the situation. It can be tough when someone keeps trying to reach out despite your boundaries. Have you considered adjusting your privacy settings or reporting the accounts? It might help you feel a bit more in control.",That sounds really frustrating. It can be exhausting when someone won't respect your boundaries. Have you considered reporting the accounts to the platform? Sometimes they can take action against persistent users.,anger,angry,angry
It has been happening for at least 6 months now and it usually happens every weekend,"I can see that this has been really frustrating for you, especially since it’s been going on for such a long time. Would you like to share more about what specifically has been happening? Sometimes talking it out can help.",It sounds like you're dealing with a frustrating situation. Can you share more about what’s been happening?,anger,angry,angry
I think that is an excellent idea! That is a good way to end this once and for all.,I can see you're feeling strongly about this. It's important to find a resolution that works for everyone involved. Let's talk through it and maybe explore some options together. What are your thoughts on how we can move forward?,I'm glad you think so! It sounds like you're ready to take a decisive step. What do you have in mind for moving forward?,anger,angry,angry
hello,Hello! It sounds like you might be feeling a bit uneasy. I'm here to listen if you'd like to share what's on your mind.,Hello! How can I assist you today?,fear,fear,fear
I would like some help with the problem I am facing,I’m really sorry to hear that you’re feeling this way. It’s understandable to feel overwhelmed when facing a problem. I’m here to listen and support you. What’s been on your mind?,"I'm here to help. Please share what's on your mind, and we can work through it together.",fear,fear,fear
"Well I am going into my next college semester next month, and I am very frightened about a calculus class I have to take. It's an honors course and I am very worried that I will not do well","It's completely understandable to feel frightened about starting a challenging class like honors calculus. Many students share those same feelings when facing a subject that seems daunting. Remember, it's okay to be anxious about it. Acknowledging your fear is the first step. You're not alone in this, and it’s natural to have concerns about your performance. If you ever need to talk about it or seek advice on how to prepare, I'm here for you.","It's completely normal to feel anxious about a challenging course like honors calculus. Many students experience similar fears, especially when facing subjects that are known for being difficult. Remember, it's okay to seek help if you need it. Consider reaching out to your professor, joining a study group, or utilizing online resources. Taking small steps to prepare can help build your confidence. You’ve got this!",fear,fear,fear
"I don't remember, I took an easy calculus course in high school but that was a couple years ago. I only got a B there, so I'm worried about taking an honors one. I have to take it for my degree goal","It's completely understandable to feel anxious about taking an honors calculus course, especially if it's been a while since you last studied the material. It’s normal to have some fear of the unknown when stepping into a more challenging environment. Remember that you're not alone in feeling this way, and many students share similar concerns. 

Taking a challenging course can be intimidating, but it also presents an opportunity for growth and learning. You might surprise yourself with what you can achieve! If you ever feel overwhelmed, consider reaching out for help, whether that's through study groups, tutoring, or talking to your professors. Your determination to pursue your degree goal shows a lot of strength, and you’re capable of handling this challenge.","It's completely normal to feel anxious about taking an honors calculus course, especially if it's been a while since you last studied the subject. Remember that many students experience similar fears when facing advanced courses. Here are a few tips that might help you feel more confident: 

1. **Review the Basics**: Spend some time refreshing your knowledge of the foundational concepts from your previous calculus course. There are plenty of resources available online, including videos and practice problems.

2. **Reach Out for Help**: Don’t hesitate to ask for help from professors or classmates. Joining a study group can also provide support and enhance your understanding.

3. **Practice Regularly**: The more you practice, the more comfortable you'll become with the material. Try to solve a variety of problems to build your confidence.

4. **Stay Positive**: Focus on your growth and learning rather than just the grade. It's okay to make mistakes; they're part of the learning process.

5. **Manage Your Stress**: Find techniques that help you relax, whether it’s deep breathing, exercise, or talking to someone about your concerns.

Remember, you're not alone in this, and you can take it step by step. You've got this!",fear,fear,fear
"I don't think so, the campus is closed due to the pandemic. There are a few online tutors but they are almost always busy","It sounds really challenging to navigate this situation, especially with the campus closed and limited access to tutors. It's completely understandable to feel overwhelmed right now. You're not alone in feeling this way, and it's okay to express your concerns. If there’s anything specific you’d like to talk about or any support you need, I’m here for you.","It sounds like a challenging situation, especially with the campus being closed and limited access to tutors. If you're feeling overwhelmed or unsure, it might help to reach out to your instructors for guidance or resources. There might also be study groups or forums online where you can connect with others who are in the same situation. It's important to find support during these times. How are you managing with your studies?",fear,fear,fear
"No, none of my friends are taking the class/ none of them have ever taken calculus","I can understand how that might feel isolating, especially when you're facing something as challenging as calculus. It's natural to feel a bit anxious when you're in a situation where you don't have support from friends. Just know that you're not alone in this, and there are resources and people out there who can help you through it. How are you feeling about taking the class on your own?","It sounds like you're feeling a bit isolated with this class. It can be tough when you're facing something challenging, especially without familiar support. Are you feeling anxious about it?",fear,fear,fear
Maybe I'll try working on it for my confidence like you said,"That sounds like a great idea! Taking steps to build your confidence can really help. It's completely normal to feel fear when facing challenges, but remember that you're not alone in this. Every small effort you make is a step forward. How are you feeling about starting this process?","That sounds like a great idea! Working on something that challenges you can definitely help build confidence. Take it one step at a time, and remember that it's okay to feel uncertain. You're capable of more than you realize! If you ever need support or encouragement, I'm here for you.",fear,fear,fear
Do you believe in me? That I will pass well?,"I can sense that you might be feeling anxious about your situation. It's completely normal to have fears and doubts, especially when facing something important. I want you to know that I believe in your potential. You have the ability to succeed, and I’m here to support you as you work through it. Trust yourself and take things one step at a time. You’ve got this!","I believe in your ability to succeed. It's natural to feel anxious, but trust in your preparation and skills. You can do this!",fear,fear,fear
God bless you have a good day,"Thank you! I hope you have a good day too. If you’re feeling fearful or anxious about anything, I’m here to listen and support you. It’s okay to share what’s on your mind.","Thank you! I hope you have a good day as well. If there's anything on your mind, feel free to share.",fear,fear,fear
Hai friend how are you?,"Hi there! I'm here for you. It sounds like you might be feeling a bit down. If you want to talk about what's on your mind, I'm here to listen.",Hi there. I’m here for you. How are you feeling today?,depression,sad,sad
"hey, Mmm I haven't slept.","I'm really sorry to hear that. Lack of sleep can be so tough, both physically and emotionally. Is there anything on your mind that's keeping you awake?",I'm sorry to hear that you're feeling this way. Lack of sleep can really take a toll on your mood and energy. Is there something on your mind that's keeping you awake?,depression,sad,sad
"I lost my job due to pandemic , Now I not able to satisfy my needs.","I'm really sorry to hear that you're going through such a tough time. Losing a job is incredibly challenging, especially under these circumstances. It's understandable to feel overwhelmed and sad about your situation. Please know that you're not alone, and it's okay to seek support during this difficult period. If you feel comfortable, sharing more about what you're experiencing can help.","I'm really sorry to hear that you're going through such a tough time. Losing a job can be incredibly challenging, especially during a pandemic when everything feels uncertain. It's important to acknowledge your feelings and know that it's okay to seek support. Have you been able to talk to anyone about what you're going through? Sometimes sharing can help lighten the burden a little.",depression,sad,sad
"I asked help from my friend, relatives and applied in online . not yet receive any positive result.","I'm really sorry to hear that you're feeling this way. It can be incredibly tough when you reach out for help and don't see the results you're hoping for. It's completely understandable to feel disheartened in this situation. Remember, it's okay to feel sad about it. You're not alone in this, and it's important to be gentle with yourself during this challenging time. If you want to talk more about it, I'm here to listen.","I'm really sorry to hear that you're feeling this way. It can be really tough when you're putting in the effort and not seeing the results you hoped for. Remember, it's okay to feel sad about it. Sometimes things take longer than we expect, and it doesn't mean that you're not trying hard enough. If you want to talk more about it or share how you're feeling, I'm here to listen.",depression,sad,sad
I can't able to pay rent and hospital fees.,"I'm really sorry to hear that you're going through such a tough time. It must be incredibly stressful to worry about rent and hospital fees. You're not alone in feeling overwhelmed by financial burdens, and it's okay to seek help or support during moments like this. If you feel comfortable, I’m here to listen or help you think through some options.","I'm really sorry to hear that you're going through such a tough time. It can be overwhelming to manage financial responsibilities, especially when it involves urgent needs like rent and hospital fees. Have you considered reaching out to local assistance programs or community resources that might be able to help?",depression,sad,sad
"Sorry , I can't come over the situation . I lost my hope.","I'm really sorry to hear that you're feeling this way. It sounds really tough, and it's completely understandable to feel overwhelmed and lose hope at times. You're not alone in this, and it's okay to reach out for support when you need it. If you want to talk about what's on your mind, I'm here to listen.","I'm really sorry to hear that you're feeling this way. It's okay to feel overwhelmed sometimes. If you want to talk about what's on your mind, I'm here to listen.",depression,sad,sad
"If there is any opportunity we will put forward , but all the doors were closed , I was corner and helpless.","I'm really sorry to hear that you're feeling this way. It sounds incredibly frustrating and disheartening to feel like all options are closed off. It's understandable to feel cornered and helpless in such situations. Please know that it's okay to feel this way, and it's important to acknowledge those feelings. If you want to talk more about what you're going through, I'm here to listen.","I'm really sorry to hear that you're feeling this way. It can be incredibly tough when it seems like there are no options left. If you want to talk more about what you're going through, I'm here to listen.",depression,sad,sad
"Yes I accept your thought and gives me support , thanks you for your concern.","I'm really glad to hear that you feel supported. It’s okay to have tough times, and reaching out for support is a strong step. If you want to share more about what's on your mind, I'm here to listen.","You're welcome. I'm here for you. If you want to talk more about what you're feeling or anything else on your mind, I'm here to listen.",depression,sad,sad
Please refer me if you have any friend .,"I’m really sorry to hear that you’re feeling this way. It can be tough to feel alone. If you'd like to talk more about what's on your mind, I'm here for you.","It sounds like you're feeling a bit down. If you're looking for support or someone to talk to, I can help with suggestions. Sometimes reaching out to friends or joining community groups can be a great way to connect with others. Let me know if you'd like more information!",depression,sad,sad
Thanks a lot Bro.,"You're welcome. It sounds like you're going through a tough time, and I'm here for you if you want to talk about it.","You're welcome! If you want to talk about anything or if there's something on your mind, I'm here for you.",depression,sad,sad
Have a nice day.,"Thank you, but I can sense that you might not be feeling great. If you want to talk about what's on your mind or how you're feeling, I'm here to listen.","Thank you, and I hope you find some moments of peace today as well. If you want to talk about anything, I'm here for you.",depression,sad,sad
Hello there,"Hello! I can sense that you might be feeling a bit down. If you’d like to talk about what’s on your mind, I’m here to listen.",Hello! How are you feeling today?,depression,sad,sad
"Im okay, just a bit out of it","I'm really sorry to hear that you're feeling this way. It's completely okay to feel out of it sometimes. If you want to talk about what's on your mind, I'm here to listen.","It’s completely okay to feel that way sometimes. If you want to talk about it or share what’s on your mind, I’m here to listen.",depression,sad,sad
This year wasn't a great one,"I'm really sorry to hear that. It sounds like you've been going through some tough times. If you feel comfortable sharing, I'm here to listen.","I'm sorry to hear that. It sounds like you've been going through a tough time. If you want to talk about it, I'm here to listen.",depression,sad,sad
Its sad being stuck at home,"I'm really sorry to hear that you're feeling this way. It can be tough to feel stuck, especially when you're longing for more freedom or connection. It's completely understandable to feel sad in this situation. If you want to talk more about it, I'm here to listen.",I understand how you feel. Being stuck at home can be really tough and isolating. Sometimes it helps to talk about what’s on your mind or find ways to distract yourself. What do you think would help you feel a little better?,depression,sad,sad
More sad I would say,"I'm really sorry to hear that you're feeling this way. It's okay to feel sad sometimes, and it can be tough to cope with those emotions. If you want to talk about what's making you feel this way, I'm here to listen.","I'm really sorry to hear that you're feeling this way. It's okay to feel sad sometimes. If you want to talk about what's on your mind, I'm here to listen.",depression,sad,sad
No not really. I just finished the semester,"It sounds like you might be feeling a bit overwhelmed or down after finishing the semester. That can be such a mixed bag of emotions—relief, but also maybe some sadness or uncertainty about what comes next. It’s completely normal to feel that way. If you want to talk about it, I'm here to listen.","It sounds like you might be feeling a bit down after finishing the semester. That can be a tough transition, especially if you've been working hard. How are you feeling about it?",depression,sad,sad
Hmm what specific hobbies would you recomend?,"I’m sorry to hear that you’re feeling down. Finding a hobby can sometimes help lift your spirits. Consider activities like painting or drawing, which can be a great way to express your feelings. Journaling can also be very therapeutic, allowing you to process your emotions. If you enjoy being outdoors, going for a walk or gardening might bring you some peace. Whatever you choose, I hope it brings you a little joy.","It can be helpful to explore hobbies that might uplift your mood or provide a sense of accomplishment. Here are a few suggestions:

1. **Reading**: Dive into a new book or explore different genres.
2. **Gardening**: Connecting with nature can be soothing and rewarding.
3. **Art and Crafting**: Try painting, drawing, or crafting to express yourself creatively.
4. **Cooking or Baking**: Experimenting with new recipes can be enjoyable and delicious.
5. **Writing**: Journaling, poetry, or storytelling can be a great outlet for your feelings.
6. **Walking or Hiking**: Spending time outdoors can help clear your mind.
7. **Music**: Playing an instrument or listening to music can be uplifting.

Choose whatever resonates with you, and remember that it’s okay to take your time exploring different activities.",depression,sad,sad
Do you know of any specific online resources? I haven't looked at this before,"I'm really sorry to hear that you're feeling this way. It can be tough when you're not sure where to turn for help or information. There are many online resources available that can offer support, whether it's articles, forums, or hotlines. If you're looking for mental health resources, websites like Mind or the National Alliance on Mental Illness (NAMI) can be really helpful. If you need more specific information, feel free to share what you're looking for, and I'll do my best to help you find it. You're not alone in this.","I'm here to help! Can you let me know what specific topic or area you're looking for online resources in? That way, I can provide you with more tailored suggestions.",depression,sad,sad
Mainly just watching youtube vids,"It sounds like you might be looking for a way to distract yourself or find some comfort in watching videos. It’s completely okay to seek solace in things like that, especially when you're feeling down. If you want to talk about what’s been bothering you, I'm here to listen.",It sounds like you're spending some time relaxing with videos. Is there a particular type of content you enjoy watching?,depression,sad,sad
I haven't. I might try that. Thanks for the suggestion,"It sounds like you're considering something new, which can be a positive step. If you're feeling sad, exploring different options can sometimes help lift your spirits. If you ever want to talk more about what’s on your mind, I’m here to listen.","You're welcome! If you decide to try it, I hope it brings you some comfort or joy. If you want to talk about anything else or need more suggestions, I'm here for you.",depression,sad,sad
Okay thank you I will!,"It seems like you might be going through a tough time. If you want to talk about it or share what's on your mind, I'm here to listen. You’re not alone in this.","You're welcome! If you need anything or want to talk, I'm here for you.",depression,sad,sad
No I think I'm good,"I understand; sometimes we just want to keep things to ourselves. If you ever feel like sharing or need someone to listen, I'm here for you. It's okay to feel sad sometimes.","That's completely fine. If you ever feel like talking or need support, I'm here for you. Take care of yourself.",depression,sad,sad
Not so well,"I'm really sorry to hear that you're feeling this way. It's okay to have tough days, and I'm here to listen if you want to share more about what's going on.","I'm really sorry to hear that you're not feeling well. If you want to talk about what's on your mind, I'm here to listen.",sadness,sad,sad
im very sad about my situation,"I'm really sorry to hear that you're feeling this way. It's tough to go through difficult times, and it's completely okay to feel sad about your situation. If you feel comfortable, I'm here to listen and support you.","I'm really sorry to hear that you're feeling this way. It's okay to feel sad sometimes. If you want to talk about what’s on your mind, I'm here to listen.",sadness,sad,sad
my girlfriend was break up with me two days ago,"I'm really sorry to hear that you're going through this. Breakups can be incredibly painful, and it's completely normal to feel sad and overwhelmed. It's important to give yourself time to process your feelings. If you want to talk about it, I'm here to listen.","I'm really sorry to hear that you're going through this. Breakups can be incredibly painful, and it's completely normal to feel sad. If you want to talk about it or share how you're feeling, I'm here to listen.",sadness,sad,sad
"yeah! we were in a relationship for three years, and suddenly she broke up with me","I'm really sorry to hear that you're going through this. Ending a relationship, especially after such a long time, can be incredibly painful. It’s completely normal to feel sad and overwhelmed right now. If you want to talk about it, I'm here to listen.","I'm really sorry to hear that. Breakups can be incredibly tough, especially after being together for so long. It’s normal to feel a range of emotions right now. If you want to talk about how you're feeling or what you’re going through, I'm here to listen.",sadness,sad,sad
but the fate plays a great game upon me,It sounds like you’re feeling overwhelmed by circumstances beyond your control. It can be really tough when it feels like fate is playing tricks on you. I'm here to listen if you want to share more about what you're going through.,"It sounds like you're feeling overwhelmed by the twists and turns of life. Sometimes, it can feel like we have little control over what happens to us. If you’d like to share more about what’s on your mind, I’m here to listen.",sadness,sad,sad
"I have some activities to do so, but i cannot able to concentrate on what i am doing","I'm really sorry to hear that you're feeling this way. It can be tough when you're trying to focus but your mind just won't cooperate. It's completely understandable to feel overwhelmed or distracted sometimes. If you want to talk more about what's on your mind or how you're feeling, I'm here to listen.",It sounds like you're feeling overwhelmed or distracted. It can be tough to focus when you're feeling this way. Sometimes taking a short break or doing a simple mindfulness exercise can help clear your mind. Would you like some tips on how to improve your concentration?,sadness,sad,sad
yeah! i have few friends,It sounds like you might be feeling a bit lonely. Having just a few friends can sometimes make things feel a bit isolating. I'm here to listen if you want to share more about how you’re feeling or what’s on your mind.,It sounds like you have a small circle of friends. Sometimes having a few close friends can be really special. How do you feel about that?,sadness,sad,sad
But i can't tell this to them because they also become sad when they know about this,"It sounds like you're in a really tough position, feeling the weight of your own sadness while also wanting to protect others from feeling the same way. It's completely understandable to want to shield those you care about from pain. It's important to remember that your feelings are valid, and it's okay to seek support for yourself too.","It sounds like you're in a tough situation. It's understandable to want to protect others from feeling sad, but it's also important to take care of yourself. Sometimes sharing your feelings can help lighten the burden, even if it feels difficult. What do you think might help you express what you're going through?",sadness,sad,sad
and i don't know how to overcome from this kind of sadness,"I'm really sorry to hear that you're feeling this way. It's tough to deal with sadness, and it can sometimes feel overwhelming. It's okay to feel what you're feeling, and reaching out for support is a really strong step. Have you thought about talking to someone you trust about how you're feeling? You're not alone in this, and there are people who care and want to help.","I'm really sorry to hear that you're feeling this way. It can be tough to deal with sadness, but it’s important to remember that you're not alone in this. Sometimes talking about what you’re feeling can help. Have you thought about reaching out to someone you trust or a professional who can support you? It might also help to engage in activities that you usually enjoy, even if they don't seem appealing right now. What do you think?",sadness,sad,sad
who is my well wisher,"It sounds like you might be feeling a little down right now. It's understandable to seek out support and connection during tough times. Sometimes, well-wishers can be friends, family members, or even colleagues who genuinely care about your well-being. If you’re comfortable, maybe consider reaching out to someone you trust. They might be able to lift your spirits. You’re not alone in this.","A well-wisher is someone who cares about you and wants the best for you. This could be a friend, family member, or even a colleague who supports you and hopes for your happiness. If you're feeling sad, reaching out to someone you trust might help. Would you like to talk about it?",sadness,sad,sad
do you have any idea?,I'm here to listen if you want to share what's on your mind. It sounds like you might be feeling a bit down. It's okay to feel that way sometimes. What’s been bothering you?,"I'm here to listen and help. If you want to share what's on your mind, I'm all ears.",sadness,sad,sad
ohhh...I understand,"I'm really sorry to hear that you're feeling this way. It’s tough to go through difficult emotions, and it's completely okay to feel sad sometimes. If you want to talk about what's on your mind, I'm here for you.","It sounds like you might be feeling a bit down. If you want to talk about what's on your mind, I'm here to listen.",sadness,sad,sad
shall i try gym workouts? is that work for me to overcome?,"It sounds like you're feeling a bit down, and that's completely understandable. Trying gym workouts can be a great way to boost your mood and improve your overall well-being. Exercise often helps with feelings of sadness and can be a positive outlet. It might take some time to see the benefits, but many people find that it really helps them feel better. Just remember to start at your own pace, and be kind to yourself during the process. You're not alone in this.","Trying gym workouts can be a great way to boost your mood and overall well-being. Physical activity releases endorphins, which can help improve your emotional state. It might take some time to see the benefits, but many people find that exercise helps them feel more energized and positive. If you're considering it, you could start with small, manageable workouts and see how it feels for you. Remember, it's important to find activities you enjoy.",sadness,sad,sad
The Idea came up to me just now,"It sounds like you might be feeling a mix of emotions right now. Ideas can bring hope or even sadness, depending on what they relate to. If you want to share more about it, I'm here to listen and support you.",That sounds intriguing! What idea came to you?,sadness,sad,sad
"yeah! i think so, and i don't have to tell this to anyone","It sounds like you're carrying something heavy on your own. It's completely okay to feel that way. If you ever want to share or just talk about what you're going through, I'm here to listen. You don't have to go through it alone.","It sounds like you're feeling a bit overwhelmed or uncertain. It's okay to keep things to yourself if that's what you feel is best. If you ever want to talk about it or share your thoughts, I'm here for you.",sadness,sad,sad
"yes, I need to be strong on my emotions","It sounds like you're going through a tough time. It's completely okay to feel sad and to acknowledge those emotions. Being strong doesn't mean you have to suppress what you're feeling; sometimes, it takes strength to allow yourself to feel and process those emotions. I'm here to listen if you want to share more about what’s on your mind.",It's completely okay to feel the way you do. Emotions can be really overwhelming at times. Being strong doesn’t mean you have to suppress what you’re feeling; it can also mean acknowledging your emotions and finding healthy ways to cope with them. What’s been on your mind?,sadness,sad,sad
I feel good about the strategies i want to use,"It's great to hear that you feel good about your strategies! It sounds like you've put some thought into them. If you want to share more about what you're planning, I'm here to listen.",That's great to hear! It sounds like you have a positive mindset about your strategies. What are some of the strategies you're thinking about?,sadness,sad,sad
"yeah, i will try to start a new life","That sounds like a big step, and I can imagine it might feel overwhelming. It's completely okay to feel sad about the changes you're facing. Starting anew can be both challenging and exciting, but it's important to take things one day at a time. I'm here to listen if you want to share more about what you're feeling or what this new beginning means to you.",That sounds like a big step. Starting anew can be both exciting and daunting. What inspired you to make this change?,sadness,sad,sad
