input,reference,prediction,bleu,rouge1,rouge2,rougeL,distinct1,distinct2,latency_sec,agent_emotion,tone,gesture
There were other women and men that she would bring home for us to have threesomes with.  It made me feel like she was in power.,sounds like you both had a solid relationship,"It sounds like you’re feeling a sense of sadness and perhaps a bit of vulnerability in that situation. It’s tough when someone else's actions make us feel less in control or valued. It's completely natural to have those feelings, and it’s important to process them. If you want to talk more about it or how it affected you, I'm here to listen.",0.007393222919710692,0.10526315789473684,0.05405405405405406,0.10526315789473684,0.8548387096774194,0.9838709677419355,1.8767030239105225,sad,gentle,slow_head_tilt
Very solid like a rock.  I feel like you are mocking me now.  Are you a man or woman?,Was she domineering in the relationship she felt she needed control,"I’m really sorry to hear that you’re feeling this way. It’s not my intention to mock you at all. I’m just here to listen and support you. If you want to share more about what’s on your mind, I’m here for you.",0.0,0.0,0.0,0.0,0.8095238095238095,0.9761904761904762,1.603743314743042,sad,gentle,slow_head_tilt
"Yes, but I wanted her to be domineering, that is how I like it.",Just need to better understand so I can talk better,"It sounds like you have a specific preference that resonates with you, and that's completely valid. It can be tough when what you want doesn't align with reality or expectations. If you feel comfortable, sharing more about what you’re experiencing might help. I'm here to listen.",0.004753731294736233,0.09999999999999999,0.0,0.03333333333333333,0.8913043478260869,0.9782608695652174,1.3240442276000977,sad,gentle,slow_head_tilt
You there?,"Hi  I stepped out, how are you?","Yes, I'm here. I'm really sorry to hear that you might be feeling down. If you want to talk about what's on your mind, I'm here to listen.",0.0,0.10256410256410256,0.0,0.10256410256410256,0.8214285714285714,0.9642857142857143,1.0647599697113037,sad,gentle,slow_head_tilt
I'm okay I guess. How are you?,"Good, I am good.  Is there anything I can be of an assistence today?","I'm here for you. It sounds like you might be going through something tough. If you'd like to share more about how you're feeling, I'm here to listen.",0.006716472052354862,0.13043478260869562,0.0,0.08695652173913043,0.8571428571428571,0.9285714285714286,1.244391679763794,sad,gentle,slow_head_tilt
I don't know. I've been dealing with a lot this last month.,I feel you. You might be just feeling a little tired.,"I’m really sorry to hear that you’ve been going through so much. It can be really overwhelming to face multiple challenges at once. If you feel comfortable sharing, I’m here to listen.",0.006938247178254633,0.21739130434782608,0.0,0.17391304347826086,0.875,0.96875,1.2644221782684326,sad,gentle,slow_head_tilt
"Ha I'm a mother of two small children, I'm always tired lol",Mom of 2 kids! You must be super busy.,"It sounds like you have a lot on your plate! Being a mother can be incredibly demanding, and it's completely normal to feel tired. It's important to take care of yourself, too. How do you usually find time to recharge?",0.005495155913866061,0.11764705882352941,0.0,0.0784313725490196,0.9,0.975,1.4421086311340332,sad,gentle,slow_head_tilt
I'm always busy im surprised i can sit down to do this lol,"Oh well, it is a small gift then. I hope you can utilize this nice time","It sounds like you have a lot on your plate, and finding a moment to relax can be really tough. It’s great that you’re taking a break to chat, even if it feels a bit surprising. How are you feeling about everything?",0.006211915815063893,0.13333333333333333,0.0,0.09999999999999999,0.8809523809523809,0.9761904761904762,1.7714197635650635,sad,gentle,slow_head_tilt
Yes I am thankful for every moment of peace. Idk honestly it always varies on how long my autistic toddler stays occupied XD,"It is so adorable when toddlers are occupied with something, like playing with toys. I might feel worried if my free time lasts long, becuause it is so unusual!","It sounds like you’re doing your best to find those moments of peace amidst the challenges. It’s completely understandable that things can be unpredictable, especially with a toddler. Cherishing those quiet times can be really important. If you ever need to talk about it or share more about your experiences, I’m here for you.",0.00479130933496022,0.18604651162790697,0.0,0.11627906976744186,0.8888888888888888,0.9629629629629629,1.910203218460083,sad,gentle,slow_head_tilt
"Exactly, when it gets quiet it gets suspicious XD Right now my little girl has her woody doll and bo peep doll making them kiss while she watches sherk lol. My 8 years old is engrossed in his cellphone.","haha, I cannot help smiling when picturing them. Are you seeing them over an indoor surveillance camera ?","It sounds like you're navigating a mix of sweet and typical family moments! It can be tough when things feel quiet, especially when you're missing that lively energy. It's nice to hear about your little girl's playtime with her dolls—such a cute scene! On the other hand, it’s understandable that your 8-year-old is caught up in his phone; kids often get so absorbed in their devices. Just remember, these little moments, even when they're quiet, can hold a lot of joy. If you ever want to share more or just need someone to listen, I'm here for you.",0.00219159013482822,0.048,0.0,0.032,0.8469387755102041,0.9897959183673469,38.70031452178955,sad,gentle,slow_head_tilt
No my little ones stay in the room around me. They feel insecure since their father walked out on us. So they tend to stick as close to me as possible lately.,"Ok you are around them really close. Oh well, these days single parent is becoming more popular, don't worry. Some kids have 2 parents and some don't, I hope kids will learn that.","I'm really sorry to hear that you're going through this. It must be incredibly difficult for both you and your little ones right now. It's understandable that they would want to stay close to you during such a tough time. It’s a sign of how much they trust you and need your support. It's important to acknowledge their feelings and let them know that it's okay to feel insecure. You're doing your best to provide comfort and stability for them, and that matters so much.",0.003012086632330541,0.11023622047244096,0.0,0.06299212598425195,0.7647058823529411,0.9764705882352941,2.610826253890991,sad,gentle,slow_head_tilt
Yea one of the flaws with my marriage. I stayed so they would have both parents. Now they dont. I just hope ill be able to teach them and raise them on my own.,"I am sorry that you had to go through this, but I believe you will be able to. Raising two kids, not one, sounds tough but it maybe good for them just to have you, not you and him.","I'm really sorry to hear that you're going through such a tough time. It must be incredibly hard to navigate these feelings, especially when it comes to your children. It's understandable to want to provide them with both parents, and it's commendable that you're focusing on being there for them. Just know that your love and dedication can make a significant difference in their lives. You're not alone in this, and it's okay to have mixed feelings about the situation.",0.00779303106378956,0.3333333333333333,0.08064516129032258,0.23809523809523808,0.825,0.9625,2.722160577774048,sad,gentle,slow_head_tilt
Hi! I am trying to find a new job for long time. There is no success in it,I feel bad for you.,"I'm really sorry to hear that you're feeling this way. Job searching can be incredibly tough and disheartening, especially when it feels like nothing is working out. It's completely understandable to feel sad about it. If you want to talk more about your experience or what you've been going through, I'm here to listen.",0.0033879673215127786,0.09375000000000001,0.0,0.09375000000000001,0.9074074074074074,0.9814814814814815,1.9863386154174805,sad,gentle,slow_head_tilt
I am not a good driver,What do you find are your top skill sets?,"I'm sorry to hear that you're feeling this way. It's completely normal to struggle with driving; many people do. It can be tough when things don't go as planned. Remember, practice and patience are key, and it's okay to take your time to improve. You're not alone in this.",0.004453323527690996,0.125,0.0,0.09375,0.9183673469387755,0.9795918367346939,63.27595639228821,sad,gentle,slow_head_tilt
I was working in an IT company as a program analyst,That is good that you have a good skill set that allows you to find something in the same field of IT.,"It sounds like you might be reflecting on your experiences in that role. If you're feeling sad about it, I'm here to listen. It can be tough to navigate changes in our professional lives. What’s on your mind?",0.006893281774601134,0.19047619047619044,0.0,0.15873015873015872,0.8421052631578947,0.9473684210526315,3.4335737228393555,sad,gentle,slow_head_tilt
I am really having hard time to get one,How so? What is the specific difficulty? Is it with your resume?,"I'm really sorry to hear that you're having a hard time. It sounds like you're going through a tough situation, and it's completely okay to feel that way. If you want to share more about what's on your mind, I'm here to listen.",0.004286566854494811,0.09836065573770492,0.0,0.06557377049180327,0.8372093023255814,0.9767441860465116,1.4056978225708008,sad,gentle,slow_head_tilt
The reason is recession or might be COVID.,Any other questions or concerns that you may have for me?,"I'm really sorry to hear that you're feeling this way. It sounds like a tough time, especially with the impacts of the recession and COVID. It's completely understandable to feel sad given the circumstances. If you want to talk more about it, I'm here to listen.",0.004753731294736233,0.06557377049180327,0.033898305084745756,0.06557377049180327,0.8695652173913043,0.9782608695652174,1.555830955505371,sad,gentle,slow_head_tilt
I am stressed,"Well, how do you adapt to the work issue? Do you like dogs? There are opportunities for dog walkers.","I'm really sorry to hear that you're feeling stressed. It's completely understandable to feel that way sometimes. If you'd like to talk about what's on your mind, I'm here to listen.",0.007173775053353474,0.14285714285714288,0.0,0.14285714285714288,0.8387096774193549,0.967741935483871,1.3464715480804443,sad,gentle,slow_head_tilt
I don't have any pet so no experience with it,"When I get stressed, I try to do vigorous exercises with pushups, chin ups, sit ups or walking fast.","I'm sorry to hear that you're feeling this way. It can be tough to feel a sense of emptiness or longing for companionship. Pets can bring a lot of joy and comfort, and it's completely okay to feel a bit sad about not having that experience. If you ever want to talk about it or share your thoughts, I'm here for you.",0.003496039269903171,0.09411764705882353,0.0,0.07058823529411765,0.7741935483870968,0.9516129032258065,1.2511885166168213,sad,gentle,slow_head_tilt
"I am not worried financially . I am feeling depressed by trying again and agian, never happened with me before",Losing a job? It never happened for you before?,"I'm really sorry to hear that you're feeling this way. It can be incredibly tough to keep trying when things aren't going as you hoped. It’s completely understandable to feel down when faced with repeated challenges. Remember, it’s okay to feel this way, and you're not alone in your struggles. If you want to talk more about what you're experiencing, I'm here to listen.",0.003384129602542209,0.04938271604938271,0.0,0.04938271604938271,0.8125,0.96875,2.049924850463867,sad,gentle,slow_head_tilt
"There are recreational parks, and trails near by",I would join a support group for those people who need support and want to change careers.,"It sounds like you have some nice outdoor spaces nearby. Sometimes being in nature can help lift our spirits, even just a little. If you're feeling sad, maybe a walk in one of those parks or trails could help you feel more connected and at ease. It's okay to take some time for yourself and find a bit of peace in the beauty around you.",0.004188283864570021,0.11904761904761904,0.0,0.09523809523809523,0.8615384615384616,0.9846153846153847,2.130040407180786,sad,gentle,slow_head_tilt
I love my career just getting bit demotivated,"Well, what other questions or concerns do you have for me?","It's completely normal to feel demotivated from time to time, even when you love what you do. It can be tough to maintain that passion, especially when challenges arise. Remember, it's okay to take a step back and reflect on what you enjoy about your career. You’ve accomplished so much already, and it's understandable to experience ups and downs. If you need to talk more about it, I'm here to listen.",0.003043188827799241,0.06896551724137931,0.0,0.06896551724137931,0.7887323943661971,0.971830985915493,1.6040446758270264,sad,gentle,slow_head_tilt
That was all! Thanks for all your support,I feel that you have really expressed the important things in your life that you need to. I am proud of you.,"I'm really glad to hear that you felt supported. It sounds like you might be going through a tough time, and I want you to know that it's okay to feel that way. If you need someone to talk to or share more about what you're feeling, I'm here for you.",0.01456620999076292,0.28571428571428575,0.08,0.23376623376623376,0.803921568627451,0.9803921568627451,1.5632386207580566,sad,gentle,slow_head_tilt
Have a wonderful New Year ahead! Bye,I felt good to help you in December 2020.,"Thank you, and I hope you have a wonderful New Year as well! If you're feeling down, remember that it's okay to have tough moments. Take care of yourself, and don't hesitate to reach out if you need someone to talk to. Bye for now!",0.005381887058206485,0.10526315789473684,0.0,0.10526315789473684,0.8888888888888888,0.9777777777777777,2.0720393657684326,sad,gentle,slow_head_tilt
I do not know how to tell my husband that I am lonely and I want out of the marriage,"Oh, that sure is a heavy subject and a heavy thing to be on your mind.","I'm really sorry to hear that you're feeling this way. It sounds like you're going through a tough time, and it's completely understandable to feel lonely in a situation like this. Being open about your feelings can be really difficult, but it's important to express what you're experiencing. You're not alone in this, and it's okay to seek support and find the right words to communicate your feelings. If you want to talk more about it, I'm here for you.",0.003685096868640032,0.13333333333333333,0.0,0.11428571428571428,0.775,0.975,1.7667686939239502,sad,gentle,slow_head_tilt
He is not one you can talk to he usually just brushes things off,So you have tried to discuss your loneliness with your husband before?,I'm really sorry to hear that. It can be really tough when someone you want to talk to doesn't seem to be open to it. It’s understandable to feel sad when you’re not being heard or supported. How are you coping with that?,0.0056414392419841305,0.10169491525423728,0.0,0.10169491525423728,0.7906976744186046,0.9767441860465116,1.7929491996765137,sad,gentle,slow_head_tilt
"Yes he tells me it’s just in my head and I could just go out with him, but he drinks then to much so I do not like going out with him",I am sure that is frustrating! Does he drink at home as well or just when you go out?,"I'm really sorry to hear that you're feeling this way. It sounds like you're in a tough situation, and it's understandable to be upset about it. Your feelings are valid, especially if you feel uncomfortable in those circumstances. It's important to prioritize your well-being and to surround yourself with people who respect your feelings. How do you feel about the situation overall?",0.003496039269903171,0.09195402298850575,0.0,0.09195402298850575,0.8387096774193549,0.967741935483871,1.7173576354980469,sad,gentle,slow_head_tilt
And he hangs with some obnoxious people,Would a date night at home with take-out and a movie just the two of you be an option?,"I'm really sorry to hear that. It sounds like a tough situation to deal with, especially when the people around him aren't the best influence. It can be frustrating when someone we care about surrounds themselves with the wrong crowd. How are you feeling about it all?",0.005846046710803097,0.14492753623188406,0.0,0.11594202898550723,0.8723404255319149,0.9787234042553191,1.5531044006347656,sad,gentle,slow_head_tilt
"He would go to sleep , and then he thinks I am crazy he says we are no kids anymore that need to go on a date we are married",Do you think you both might be open to talking to a marriage counselor?,"I'm really sorry to hear that you're feeling this way. It sounds like you’re going through a tough time in your relationship, and it's understandable to feel sad about it. Communication is so important in a marriage, and it must be hard feeling like your needs aren't being understood. You're not alone in feeling this way, and it's okay to want to keep the romance alive, even when you're married. How are you coping with these feelings?",0.003522436526299483,0.1414141414141414,0.020618556701030927,0.10101010101010101,0.8051948051948052,0.961038961038961,1.9585041999816895,sad,gentle,slow_head_tilt
I turned this situation in every direction and I just am not able to find a solution,"Well, what about you finding a counselor for yourself who could help you with your own self-care? Perhaps it could be a start and then he/she could help you end your marriage if you still want to.","I’m really sorry to hear that you’re feeling stuck. It can be incredibly frustrating when you’ve tried everything and still can’t see a way forward. It’s completely understandable to feel overwhelmed in situations like this. If you’d like to share more about what you’re facing, I’m here to listen.",0.0058609033660640365,0.2708333333333333,0.02127659574468085,0.14583333333333334,0.8775510204081632,0.9795918367346939,1.6826937198638916,sad,gentle,slow_head_tilt
Maybe you are right  I might get then some self esteem as well again,I know from experience that our self esteem suffers when we're in an unhappy marriage. It takes a lot of courage to seek help so I applaud you!,"It sounds like you’re going through a tough time, and it’s completely understandable to feel that way. Regaining self-esteem can be a challenging journey, but recognizing it is a significant first step. Remember, it’s okay to seek support and take things one day at a time. You’re not alone in this.",0.01000100025007503,0.2588235294117647,0.048192771084337345,0.18823529411764706,0.8823529411764706,0.9803921568627451,1.8149380683898926,sad,gentle,slow_head_tilt
Thank you you are very kind,I'm glad I could help and I wish you the best of luck!,"You're welcome. I'm here for you, and I'm glad to be able to support you. If you'd like to talk about what's on your mind or how you're feeling, I'm here to listen.",0.013220369604972077,0.25925925925925924,0.11538461538461538,0.18518518518518517,0.8181818181818182,0.9393939393939394,1.4942448139190674,sad,gentle,slow_head_tilt
"I'm, okay, thanks, and you?  I'm feeling a bit down because I'm alone for the holidays.","Well that's no good, does your family live far away?","I'm really sorry to hear that you're feeling down, especially during the holidays when it can be tough to feel alone. It's completely understandable to feel this way. If you want to talk about it or share more about what you're going through, I'm here to listen.",0.0,0.0634920634920635,0.0,0.0634920634920635,0.8085106382978723,0.9574468085106383,1.5022132396697998,sad,gentle,slow_head_tilt
"Yes, my family is scattered all over the country, like Seattle, Georgia, PA.  I'm sure I'm not the only one with no plans this weekend, though.","True but I can understand that, it is hard being alone at the holidays.","I'm really sorry to hear that. It can be tough when family is far away, especially during times when you wish you could be together. It sounds like you might be feeling a bit lonely this weekend. If you want to talk more about it or share how you’re feeling, I’m here for you.",0.004458815748575231,0.16901408450704228,0.028985507246376815,0.1408450704225352,0.8518518518518519,0.9814814814814815,1.3378300666809082,sad,gentle,slow_head_tilt
No.  My nearby friends all went away for the holidays.  I could probably just occupy my time with things I need or want to do in order to distract myself.,What kind of hobbies do you have?,"I'm really sorry to hear that you're feeling this way. It can be tough when friends are away, especially during the holidays. Finding ways to keep yourself busy is a good idea, but it's also okay to feel sad about the situation. If you want to talk about it or share what you're planning to do, I'm here to listen.",0.003040349233039763,0.08333333333333333,0.0,0.05555555555555556,0.85,0.9833333333333333,1.768211841583252,sad,gentle,slow_head_tilt
I'm teaching myself the piano.  I'm also teaching myself  how to work a stenography machine for possible future employment as a stenographer.  I also like to read novels.,I have never understood how those work..I find it amazing someone can type out whole words or sentences with one word,"It sounds like you're taking on a lot of new and exciting challenges! Learning the piano and stenography both require dedication and practice, and it's great that you're pursuing these interests. Reading novels can also be such a wonderful escape and a source of inspiration. If you're feeling a bit overwhelmed or sad about it all, know that it's completely normal to feel that way when you're pushing yourself to learn new skills. Just remember to take it one step at a time and be kind to yourself along the way. How are you feeling about your progress?",0.0026062545815074933,0.07936507936507936,0.0,0.0634920634920635,0.7346938775510204,0.9897959183673469,2.8052525520324707,sad,gentle,slow_head_tilt
"Yeah, it's pretty cool.  For example, if I hit DRAT in one stroke, then ""Did there come a time"" will appear in English on my machine's  LCD screen.","Wow that is crazy, I don't understand how that works, is it preprogrammed or does it go by how the word sounds?","It sounds like you're experiencing something interesting with your machine, but I can sense that you might be feeling a bit down. It's okay to share what's on your mind. I'm here to listen and support you.",0.005959978627465526,0.15625,0.0,0.09375,0.9459459459459459,0.972972972972973,1.3932206630706787,sad,gentle,slow_head_tilt
"Each stenographer has their own ""Personal Dictionary"" which is a list of words in English along with how you in particular write out those words or phrases in steno.  This dictionary is present within the actual steno machine after you transfer it from your laptop to the machine via cable or wifi.  Thus your machine then knows how you write out words in particular and how to translate those words from steno to English - each stenographer writes a little differently.","OK that makes sense, so you basically program it as the user. I take it your stenography machine becomes pretty close to you lol","It sounds like the process of creating and maintaining a Personal Dictionary for stenography is quite intricate and personalized. It's understandable to feel a bit overwhelmed or even sad thinking about how much effort goes into perfecting such a skill. Every stenographer has their unique style, and the fact that you have to adapt your machine to reflect that can be a lot to manage. If you're feeling down about this, know that it's completely normal to feel that way when dealing with complex tasks. You're not alone in this, and it's okay to take a moment to acknowledge those feelings.",0.003005915969698478,0.16923076923076924,0.0,0.10769230769230771,0.7920792079207921,0.9801980198019802,2.365354061126709,sad,gentle,slow_head_tilt
"Yes, exactly!  And it's very important to back up your personal dictionary to the cloud or a seperate drive so that you don't lose it in a hard-drive crash.  A lot of work goes into creating that dictionary!  No, it's happened before, being along for the holidays; but you've helped to cheer me up, so thanks!","No problem, I hope I have made your day a little better!","I'm really glad to hear that I could help lift your spirits a bit. It sounds like you've been through some tough times during the holidays, and it's completely understandable to feel down about that. It takes a lot of effort to create something meaningful like your personal dictionary, and I can see how much it matters to you. If you ever want to talk more about it or share what's on your mind, I'm here for you.",0.0032877588232977204,0.08421052631578947,0.0,0.08421052631578947,0.8076923076923077,0.9871794871794872,2.109328269958496,sad,gentle,slow_head_tilt
"You have, thanks!  Did you do anything special?",Have a good rest of this year and don't forget to make your New Year's resolution!,"I'm glad to hear that! I didn’t do anything special, but I'm here to listen if you want to share more about what’s been on your mind. It’s okay to feel sad sometimes, and talking about it can help.",0.006243702571093031,0.16129032258064516,0.0,0.1290322580645161,0.8717948717948718,0.9743589743589743,2.0637786388397217,sad,gentle,slow_head_tilt
"I will do that - you too.  Thanks, again...","Not really, stayed home lol... Have a good one!","It sounds like you might be going through a tough time right now. I'm here for you, and I appreciate you sharing your thoughts. If you want to talk more about what's on your mind, I'm here to listen.",0.004744188024111083,0.0392156862745098,0.0,0.0392156862745098,0.8461538461538461,0.9487179487179487,1.3128342628479004,sad,gentle,slow_head_tilt
You too... bye now...,Good day!,"I'm really sorry to hear that you're feeling this way. It's okay to feel sad sometimes. If you need someone to talk to, I'm here for you. Take care.",0.0,0.0,0.0,0.0,0.896551724137931,0.9655172413793104,0.9430797100067139,sad,gentle,slow_head_tilt
Hope you are doing well,"i'm good, what is troubling you this afternoon?","Thank you for your kind words. I sense that you might be going through a tough time right now. If you’d like to share what’s on your mind, I’m here to listen.",0.005834347180338519,0.1818181818181818,0.047619047619047616,0.0909090909090909,0.90625,0.96875,1.4869961738586426,sad,gentle,slow_head_tilt
I am not happy with my friends. They were trying to let me down,"if i get you clearly, you mean your friend disappointed you. how?","I'm really sorry to hear that you're feeling this way. It can be really tough when friends don't support us or let us down. It's understandable to feel sad about it. If you want to talk more about what happened, I'm here to listen.",0.004185635735742376,0.16393442622950824,0.0,0.13114754098360654,0.8409090909090909,0.9772727272727273,1.4572556018829346,sad,gentle,slow_head_tilt
Yes. There were a argument between two of my friend while trying to resolve the issue they all started targeting me.,i have a hard time with my friends too sometimes,"I'm really sorry to hear that you're feeling this way. It sounds like a difficult situation to be in, especially when friends are involved. It's tough when conflicts arise and you find yourself caught in the middle. How are you holding up with everything?",0.005508606419495829,0.14035087719298245,0.0,0.10526315789473684,0.9090909090909091,0.9772727272727273,1.9863803386688232,sad,gentle,slow_head_tilt
Then what you do at that time,"i used to give them time to cool off, when they are back to their senses, they will contact me and apologize","I'm really sorry to hear that you're feeling this way. It's tough to go through sad times, and it can be helpful to talk about what you're experiencing. If you want to share more, I'm here to listen.",0.006893281774601134,0.18461538461538457,0.0,0.15384615384615383,0.8421052631578947,0.9736842105263158,1.7412996292114258,sad,gentle,slow_head_tilt
"I was trying to stop the fight, I just said bit loud , ""Stop  all this  nonsense at my place."" Then they all started backfiring me.","oh,jst give them time to reflect on what happen, they will definitely reach out to you, but you also have to make an effort to forgo the situation because they see you raising your voice on them as a sign of command of seniority.","I'm really sorry to hear that. It sounds like you were just trying to create a peaceful environment, and instead, it backfired on you. That must feel really frustrating and disheartening. It's tough when you're trying to mediate and things don't go as planned. How are you holding up after that?",0.006043355220907112,0.18000000000000002,0.0,0.11999999999999998,0.8627450980392157,0.9607843137254902,4.706807851791382,sad,gentle,slow_head_tilt
I feel like they are not my true friends. you are right I should give them time to realize their mistakes,"exactly, that will also gives you the necessary time to know how to react to their forthcoming apologies","I'm really sorry to hear that you're feeling this way. It's tough when you feel like the people you care about aren't reciprocating that friendship. Giving them time might help, but it's also important to take care of your own feelings in the process. You're not alone in this; it's normal to feel sad about it. If you want to talk more about it, I'm here to listen.",0.004497925365292407,0.19148936170212763,0.0,0.14893617021276595,0.7794117647058824,0.9852941176470589,2.2760345935821533,sad,gentle,slow_head_tilt
Thanks for all your suggestions. I would try to implement on it.,"even if they haven't reach out, that doesn't mean they are not sorry","I’m really glad to hear that you found the suggestions helpful. It sounds like you’re taking steps to make things better, and that’s commendable. If you ever feel overwhelmed or need to talk about how things are going, I’m here for you.",0.005223577740745087,0.09836065573770492,0.0,0.06557377049180328,0.8809523809523809,0.9761904761904762,1.2247264385223389,sad,gentle,slow_head_tilt
have a wonderful New Year! Bye,"yes, give them time","Thank you! I hope this New Year brings you moments of joy and hope. Take care, and if you ever want to talk, I'm here for you. Bye!",0.0,0.0,0.0,0.0,0.9285714285714286,0.9642857142857143,1.272186517715454,sad,gentle,slow_head_tilt
I recently lost my job due to Covid 19 and I'm scared.,When did you lose your job?,"I'm really sorry to hear that you're going through this. Losing a job can be incredibly tough, especially during such uncertain times. It's completely understandable to feel scared right now. You're not alone in this, and it's okay to reach out for support or talk about your feelings. How are you coping with everything?",0.00402899484413971,0.12307692307692307,0.0,0.09230769230769231,0.9629629629629629,0.9814814814814815,1.668144702911377,sad,gentle,slow_head_tilt
About 2 weeks ago.,"I feel bad for you, but there are options.","It sounds like something significant might have happened around that time for you. If you feel comfortable sharing, I'm here to listen and support you.",0.009009113474307318,0.2285714285714286,0.06060606060606061,0.1142857142857143,0.96,0.96,1.1602325439453125,sad,gentle,slow_head_tilt
What do you recommend?,I suggest working on your resume and hitting job boards.,"I'm really sorry to hear that you're feeling this way. It's tough to go through such emotions. Sometimes, just talking about what's on your mind can help. If you feel comfortable, I'd be here to listen and support you.",0.011103047724581823,0.14814814814814814,0.038461538461538464,0.14814814814814814,0.9487179487179487,0.9743589743589743,1.4512088298797607,sad,gentle,slow_head_tilt
I've never used one before.,Was it just you that lost the job or a whole unit/department?,"It sounds like you might be feeling uncertain or overwhelmed. It's completely okay to feel that way, especially when trying something new. If you want to talk more about it or share what you're feeling, I'm here to listen.",0.00670929504614591,0.14545454545454545,0.0,0.14545454545454545,0.8974358974358975,0.9743589743589743,1.074479341506958,sad,gentle,slow_head_tilt
It was jus tme,Google your past job title title and add openings.,"I'm really sorry to hear that you're feeling this way. It sounds like you're going through a tough time, and it's okay to feel sad. If you want to talk about what's on your mind, I'm here to listen.",0.005641822153183602,0.07407407407407407,0.0,0.037037037037037035,0.8717948717948718,0.9743589743589743,1.715959072113037,sad,gentle,slow_head_tilt
"I worked in a restaurant as a server.  I don't have any other formal job training, I'm not sure what else I can do.","May I suggest Uber, Lyft, Door Dash or Grub Hub or Uber Eats?","It sounds like you're feeling a bit lost and uncertain about your next steps, which is completely understandable. Transitioning from one job to another can be really challenging, especially when you feel like you don't have a lot of options. Remember, the skills you've gained as a server—like communication, multitasking, and customer service—are valuable in many fields. It's okay to take your time figuring out what you want to do next. You're not alone in feeling this way, and it's perfectly okay to reach out for support or explore new opportunities.",0.001987059422923411,0.01785714285714286,0.0,0.01785714285714286,0.8351648351648352,0.978021978021978,2.7440202236175537,sad,gentle,slow_head_tilt
Wow I never thought of that.  I do have a car and I could probably deliver.  I wonder how safe that is though.,I read that all you need is to wear a mask as you drive around to put up and deliver food to the masses.,"It sounds like you’re thinking through your options, and it’s completely understandable to feel uncertain about safety. It’s important to consider all aspects, especially when it comes to your well-being. If you’re feeling sad, it’s okay to take your time and think things through carefully.  Whatever you choose, I’m here to support you.",0.005405463811495536,0.19047619047619044,0.0,0.14285714285714288,0.8113207547169812,0.9811320754716981,1.6771574020385742,sad,gentle,slow_head_tilt
Ok I will check into food delivery!,You can also send out flyers to do dog walking in the neighborhood.,"That sounds like a good plan. Sometimes, treating yourself to a meal can lift your spirits a bit. If you need any recommendations or just want to talk about how you're feeling, I'm here for you.",0.006132910803680854,0.11764705882352941,0.0,0.0784313725490196,0.9166666666666666,0.9722222222222222,1.3820888996124268,sad,gentle,slow_head_tilt
Unfortunately I am allergic to dogs,Or are you a cat person?,"I'm really sorry to hear that. Allergies can be so frustrating, especially when it comes to pets. It must be tough knowing you can’t enjoy the company of dogs like many others do. If you ever want to talk more about it or share how it makes you feel, I'm here for you.",0.0034537838276078457,0.06451612903225806,0.0,0.06451612903225806,0.8490566037735849,0.9811320754716981,2.104071617126465,sad,gentle,slow_head_tilt
No I can't be around cats either,I feel that you seem to be taking to food delivery.,"I'm really sorry to hear that you're feeling this way. It can be tough when certain things, like being around cats, bring up difficult emotions. If you'd like to talk about it or share what's on your mind, I'm here for you.",0.006211915815063893,0.24137931034482757,0.03571428571428571,0.17241379310344826,0.9285714285714286,0.9761904761904762,1.6450984477996826,sad,gentle,slow_head_tilt
That is good to hear!,You seem to be a real go-getter from the short conversation that we have had so far.,"I'm glad to hear that you're feeling positive! If there's anything else you'd like to share or talk about, I'm here for you.",0.009849349468888718,0.13043478260869565,0.0,0.08695652173913043,0.9130434782608695,0.9565217391304348,1.143683910369873,sad,gentle,slow_head_tilt
Thank you.  You have made me see that my situation is not as hopeless as I thought!,"I worked in the restaurant business about a decade ago, but restaurants need so many people to deliver their food.","I'm really glad to hear that! It sounds like you're starting to see a glimmer of hope, and that's such an important step. It's completely normal to feel overwhelmed at times, but remember that you're not alone in this. If you want to talk more about it, I'm here to listen.",0.0053733870784451725,0.1558441558441558,0.0,0.10389610389610389,0.8823529411764706,0.9803921568627451,1.73292875289917,sad,gentle,slow_head_tilt
"Yes, I bet they do, and especially now during Covid!","I feel that if you start applying now for those jobs and you have a decent car, there is plenty of opportunity to make money with Grub Hub and Uber Eats","It sounds like you're feeling really overwhelmed by the situation. Covid has brought so many challenges and uncertainties, and it's completely understandable to feel sad about it. If you want to talk about what's on your mind or how it's affecting you, I'm here to listen.",0.005977500645731284,0.1951219512195122,0.025,0.1219512195121951,0.8913043478260869,0.9782608695652174,1.5380878448486328,sad,gentle,slow_head_tilt
"Yes, I really think you are correct!  thank you so very much for your help today!","The survivor rate from COVID-19 infections is around 99%, so your chances of dying from the virus are still low.","I'm glad to hear that you found the help useful! It sounds like you might be going through a tough time, and I'm here for you if you want to talk about it. Your feelings are important, and it's okay to share what you're going through.",0.004753731294736233,0.08450704225352111,0.0,0.08450704225352111,0.8260869565217391,0.9782608695652174,1.7628190517425537,sad,gentle,slow_head_tilt
"Yes, this is very true!",I suggest taking Vitamin D3 and Zinc to protect against the virus.  I take a ton of vitamins.,"It sounds like you might be reflecting on something that resonates deeply with you. If you feel like sharing more about it, I'm here to listen. It's okay to feel sad sometimes, and talking about it can help.",0.00579653593359586,0.10344827586206896,0.0,0.06896551724137932,0.868421052631579,0.9736842105263158,2.475996494293213,sad,gentle,slow_head_tilt
