input,reference,full_pred,full_bleu,full_rouge,full_d1,full_d2,full_latency,base_pred,base_bleu,base_rouge,base_d1,base_d2,base_latency
Hello.,How r u,Hi there. I'm here for you. How are you feeling?,0.021105340631872645,0.14285714285714288,1.0,0.9,1.478956699371338,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
Not doing too well.,What is your day like,"I'm really sorry to hear that you're not doing well. It's okay to feel this way sometimes. If you want to talk about what's been bothering you, I'm here to listen.",0.0,0.048780487804878044,0.8709677419354839,0.967741935483871,1.0629568099975586,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
Bleak and depressing.  How is yours going?,What seems to be the issue,"I'm really sorry to hear that you're feeling this way. It sounds like you're going through a tough time. If you want to talk about what's on your mind, I'm here to listen.",0.005648892151960285,0.09090909090909091,0.8787878787878788,0.9696969696969697,1.5652027130126953,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
My girlfriend left me and I am all alone.,That is rough. How long ago,"I'm really sorry to hear that you're feeling this way. Going through a breakup can be incredibly painful, and it's completely normal to feel sad and alone. It’s important to allow yourself to feel those emotions. If you want to talk about it, I’m here to listen.",0.0,0.034482758620689655,0.851063829787234,0.9574468085106383,1.8108341693878174,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
This happened nine days ago.  I haven't been able to sleep or eat very well this whole time.,I can assume that the relationship was for awhile,"I'm really sorry to hear that you're going through such a tough time. It sounds like what you're dealing with is really weighing on you. It's completely understandable to feel this way when something upsetting happens. If you want to talk about it, I'm here to listen. Your feelings are important, and it's okay to express them.",0.0032047574588556275,0.05555555555555555,0.8771929824561403,0.9824561403508771,2.0850257873535156,I understand. Can you tell me more?,0.024822529802838878,0.25,1.0,0.8571428571428571,0.0
We were together for six and a half years.,Breakups are hard especially when you have been together for awhile,"I'm really sorry to hear that you're going through this. Six and a half years is a significant amount of time, and it’s completely understandable to feel sad. If you want to talk about it, I'm here to listen.",0.004744188024111083,0.037037037037037035,0.8461538461538461,0.9743589743589743,1.1735637187957764,I understand. Can you tell me more?,0.018653567503517977,0.1111111111111111,1.0,0.8571428571428571,0.0
"Yes, and I think I will miss the pegging the most.  No one can do it better or harder than her.",That was along time. 6 years. WAs the breakup sudden or had it gradually happened over time,"It sounds like you’re really feeling the loss of that connection and the experiences you shared. It’s completely understandable to miss something that brought you joy and fulfillment. If you want to talk more about it, I’m here to listen.",0.004620856909230222,0.1,0.825,0.975,1.4441797733306885,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
"It was probably gradual, but it seemed like all of a sudden at the end.",had there been any disagreements,"It sounds like you’ve been going through a really tough time. It's understandable to feel that way when changes happen, even if they seem sudden. I'm here to listen if you want to talk more about what you've been feeling.",0.004620856909230222,0.04081632653061225,0.9,0.975,1.4551477432250977,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
Pegging is when she puts on a strap on and pleasures me from behind.  It is definitely a niche fetish.,R u a female,"It's great that you're comfortable sharing your interests, but I sense you might be feeling a bit down. It's okay to have unique preferences, and it's important to feel accepted for who you are. If you want to talk more about how you’re feeling or any other thoughts you have, I’m here to listen.",0.0033879673215127786,0.03125,0.8518518518518519,0.9814814814814815,2.5863730907440186,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
"No I am a male.  But please don't judge me, I am very fragile right now.",i am not judging you in anyway. Helps me better understand,"I’m really sorry to hear that you’re feeling this way. It’s completely okay to feel fragile sometimes, and it’s important to acknowledge those feelings. You’re not alone in this, and it’s brave of you to share how you’re feeling. If you want to talk about it, I’m here to listen.",0.004826741258911654,0.08695652173913043,0.8,0.96,1.937084436416626,I understand. Can you tell me more?,0.022182955195367136,0.33333333333333326,1.0,0.8571428571428571,0.0
There were other women and men that she would bring home for us to have threesomes with.  It made me feel like she was in power.,sounds like you both had a solid relationship,"It sounds like you're feeling a mix of emotions about the situation. It’s understandable to feel sad or even a bit overwhelmed when it seems like someone else has more control in a relationship dynamic. It can be tough to process those feelings, especially when it involves intimacy and vulnerability. If you want to share more about how this has affected you, I'm here to listen.",0.007332432052279994,0.12987012987012989,0.8181818181818182,0.9696969696969697,1.8141939640045166,I understand. Can you tell me more?,0.028634401465295497,0.13333333333333333,1.0,0.8571428571428571,0.0
Very solid like a rock.  I feel like you are mocking me now.  Are you a man or woman?,Was she domineering in the relationship she felt she needed control,"I'm really sorry if it seemed like I was mocking you; that wasn't my intention at all. I understand that you're feeling sad, and I'm here to listen and support you. It's okay to have tough days, and I'm here for you. As for me, I don't have a gender—I'm just here to help you however I can.",0.0,0.025641025641025644,0.7413793103448276,0.9310344827586207,1.849689245223999,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
"Yes, but I wanted her to be domineering, that is how I like it.",Just need to better understand so I can talk better,"It sounds like you have a clear vision of what you find appealing in a relationship. It can be tough when things don’t align with our preferences or desires. If you're feeling sad about it, that's completely understandable. It's okay to want certain dynamics and to feel disappointed when they don’t manifest the way you hoped. I'm here to listen if you want to share more about it.",0.00318051352706924,0.047619047619047616,0.8235294117647058,0.9852941176470589,1.8805515766143799,I understand. Can you tell me more?,0.02151810250197126,0.23529411764705882,1.0,0.8571428571428571,0.0
You there?,"Hi  I stepped out, how are you?","Yes, I'm here. It sounds like you might be feeling down. If you want to talk about what's on your mind, I'm here to listen.",0.0,0.1142857142857143,0.88,0.96,1.2668201923370361,I understand. Can you tell me more?,0.033031643180138064,0.2857142857142857,1.0,0.8571428571428571,0.0
I'm okay I guess. How are you?,"Good, I am good.  Is there anything I can be of an assistence today?","I'm here for you, and I appreciate you asking. It sounds like you might be going through a tough time. If you feel like sharing what’s on your mind, I’m here to listen.",0.0067177027389942,0.12,0.8787878787878788,0.9696969696969697,1.1425223350524902,I understand. Can you tell me more?,0.012151662434083676,0.19047619047619047,1.0,0.8571428571428571,0.0
I don't know. I've been dealing with a lot this last month.,I feel you. You might be just feeling a little tired.,"I'm really sorry to hear that you've been going through a tough time. It can be really overwhelming when everything seems to pile up. If you feel comfortable sharing, I'm here to listen.",0.007434360163166208,0.1702127659574468,0.8787878787878788,0.9696969696969697,1.3338313102722168,I understand. Can you tell me more?,0.018653567503517977,0.2222222222222222,1.0,0.8571428571428571,0.0
"Ha I'm a mother of two small children, I'm always tired lol",Mom of 2 kids! You must be super busy.,"It sounds like you're juggling a lot right now, and it's completely understandable to feel tired. Being a mother to young children can be both rewarding and exhausting. It's okay to acknowledge how challenging it can be. Make sure to take a moment for yourself whenever you can—you deserve it!",0.00366753025392797,0.06349206349206349,0.86,0.98,1.6398510932922363,I understand. Can you tell me more?,0.0,0.125,1.0,0.8571428571428571,0.0
I'm always busy im surprised i can sit down to do this lol,"Oh well, it is a small gift then. I hope you can utilize this nice time",It sounds like you have a lot on your plate. It can be tough to find time for yourself amidst all the busyness. I hope you can take a moment to relax and recharge!,0.07541356871486662,0.24,0.8529411764705882,0.9705882352941176,1.8662433624267578,I understand. Can you tell me more?,0.010859480700217564,0.17391304347826086,1.0,0.8571428571428571,0.0
Yes I am thankful for every moment of peace. Idk honestly it always varies on how long my autistic toddler stays occupied XD,"It is so adorable when toddlers are occupied with something, like playing with toys. I might feel worried if my free time lasts long, becuause it is so unusual!","It sounds like you're navigating some challenging moments, and it's completely understandable to feel a mix of emotions. Finding those moments of peace can be so precious, especially when you're juggling the needs of your toddler. It's great that you can appreciate those times, even when things get hectic. If you ever want to share more about your experiences or how you're feeling, I'm here to listen.",0.004060359468269582,0.09803921568627451,0.835820895522388,0.9850746268656716,1.7505261898040771,I understand. Can you tell me more?,0.0014256229034255298,0.05555555555555555,1.0,0.8571428571428571,0.0
"Exactly, when it gets quiet it gets suspicious XD Right now my little girl has her woody doll and bo peep doll making them kiss while she watches sherk lol. My 8 years old is engrossed in his cellphone.","haha, I cannot help smiling when picturing them. Are you seeing them over an indoor surveillance camera ?","It sounds like you have a lively household! It’s so sweet to hear about your little girl playing with her dolls, and it's nice that she has her imagination running wild. It can be tough when things feel a bit quiet, but those moments can often lead to the most adorable memories. It’s understandable to feel a bit sad sometimes, especially when you see your kids so absorbed in their own worlds. Just know that it’s all part of growing up, and those moments of connection will always be there, even if they look different as they get older.",0.002169109315664707,0.05,0.7878787878787878,0.9595959595959596,3.126866102218628,I understand. Can you tell me more?,0.008160653160802802,0.16666666666666666,1.0,0.8571428571428571,0.0
No my little ones stay in the room around me. They feel insecure since their father walked out on us. So they tend to stick as close to me as possible lately.,"Ok you are around them really close. Oh well, these days single parent is becoming more popular, don't worry. Some kids have 2 parents and some don't, I hope kids will learn that.","It sounds like you and your little ones are going through a really tough time right now. It’s completely understandable that they would feel insecure after such a big change. It’s heartwarming to see how they want to be close to you for comfort. Just being there for them, like you are, can really help them feel more secure during this challenging period. You’re doing your best for them, and that means a lot.",0.0038392947617598254,0.12500000000000003,0.7702702702702703,0.9594594594594594,1.6595454216003418,I understand. Can you tell me more?,0.0009574010236097967,0.09523809523809522,1.0,0.8571428571428571,0.0
Yea one of the flaws with my marriage. I stayed so they would have both parents. Now they dont. I just hope ill be able to teach them and raise them on my own.,"I am sorry that you had to go through this, but I believe you will be able to. Raising two kids, not one, sounds tough but it maybe good for them just to have you, not you and him.","I'm really sorry to hear that you're feeling this way. It sounds like you're carrying a heavy burden, trying to navigate your role as a parent on your own. It's understandable to have concerns about your children's well-being, especially when it comes to providing them with a stable environment. Remember, it's okay to feel sad about the changes in your family. You're doing your best, and that effort will make a difference in their lives. If you ever need someone to talk to or share your thoughts with, I'm here for you.",0.006503990190541467,0.17142857142857143,0.7934782608695652,0.9891304347826086,3.9945361614227295,I understand. Can you tell me more?,0.00040629499684331424,0.08695652173913043,1.0,0.8571428571428571,0.0
Hi! I am trying to find a new job for long time. There is no success in it,I feel bad for you.,"I'm really sorry to hear that you're feeling this way. Job searching can be incredibly tough and frustrating, especially when it feels like nothing is working out. It's completely understandable to feel sad about it. Remember, you're not alone in this experience, and it's okay to take a break if you need to.",0.0034537838276078457,0.09523809523809525,0.9056603773584906,0.9811320754716981,2.1576364040374756,That sounds difficult. What do you think you can do?,0.0,0.13333333333333333,0.9,0.9,0.0
I am not a good driver,What do you find are your top skill sets?,"I'm sorry to hear that you're feeling this way. It can be tough to feel unsure about something, especially when it comes to driving. Remember, everyone has their own challenges, and it's okay to take your time to improve. You're not alone in this, and with practice, you can get better. How are you feeling about it right now?",0.0040709389705793145,0.05555555555555555,0.8305084745762712,0.9830508474576272,2.0633506774902344,I understand. Can you tell me more?,0.024822529802838878,0.125,1.0,0.8571428571428571,0.0
I was working in an IT company as a program analyst,That is good that you have a good skill set that allows you to find something in the same field of IT.,"It sounds like you might be feeling a bit down about your experience there. It's completely natural to have mixed feelings about a job, especially in a demanding field like IT. If you want to share more about what you're going through or how you're feeling, I'm here to listen.",0.006168026086725149,0.15789473684210525,0.82,0.98,1.4749095439910889,I understand. Can you tell me more?,0.0038752448326166435,0.06896551724137931,1.0,0.8571428571428571,0.0
I am really having hard time to get one,How so? What is the specific difficulty? Is it with your resume?,"I'm really sorry to hear that you're feeling this way. It sounds like you're going through a tough time, and it's completely okay to feel sad about it. If you want to talk about what's been bothering you, I'm here to listen.",0.0,0.03333333333333333,0.8571428571428571,0.9761904761904762,1.4454929828643799,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
The reason is recession or might be COVID.,Any other questions or concerns that you may have for me?,"I’m really sorry to hear that you’re feeling this way. Economic challenges like a recession or the impact of COVID can be incredibly overwhelming and stressful. It’s completely understandable to feel sad in such circumstances. If you’d like to share more about what you’re going through, I’m here to listen.",0.004361453072458876,0.05970149253731343,0.88,0.98,2.2867841720581055,I understand. Can you tell me more?,0.018653567503517977,0.2222222222222222,1.0,0.8571428571428571,0.0
I am stressed,"Well, how do you adapt to the work issue? Do you like dogs? There are opportunities for dog walkers.","I'm really sorry to hear that you're feeling stressed. It can be overwhelming, and it's completely understandable to feel that way. If you want to talk about what's on your mind or what’s causing your stress, I'm here to listen.",0.005495155913866061,0.0923076923076923,0.85,0.975,1.5001180171966553,I understand. Can you tell me more?,0.005948744994357206,0.07692307692307693,1.0,0.8571428571428571,0.0
I don't have any pet so no experience with it,"When I get stressed, I try to do vigorous exercises with pushups, chin ups, sit ups or walking fast.","It sounds like you might be feeling a bit lonely or lacking connection. Pets can bring a lot of joy and companionship, but not having one can leave a gap. It’s completely understandable to feel that way. If you ever want to share more about what you're feeling or what might help, I'm here to listen.",0.00388107836970323,0.05128205128205128,0.8214285714285714,0.9821428571428571,2.372675895690918,I understand. Can you tell me more?,0.005948744994357206,0.07692307692307693,1.0,0.8571428571428571,0.0
"I am not worried financially . I am feeling depressed by trying again and agian, never happened with me before",Losing a job? It never happened for you before?,"I'm really sorry to hear that you're feeling this way. It can be incredibly disheartening to put in effort and not see the results you hope for. It's completely normal to feel overwhelmed, especially when you've been trying so hard. Remember, it's okay to take a step back and give yourself some grace during this time. You're not alone in this, and it's important to reach out for support when you need it.",0.0035177264276945075,0.08988764044943821,0.8356164383561644,0.9863013698630136,2.060791254043579,I understand. Can you tell me more?,0.024822529802838878,0.125,1.0,0.8571428571428571,0.0
"There are recreational parks, and trails near by",I would join a support group for those people who need support and want to change careers.,"It sounds like those parks and trails could be a nice way to spend some time outdoors. Sometimes being in nature can help lift our spirits a little, even if just for a moment. I hope you can find some comfort and peace while exploring those spaces.",0.00611867791405416,0.09374999999999999,0.8723404255319149,0.9787234042553191,2.2327053546905518,I understand. Can you tell me more?,0.007916067523495003,0.08333333333333333,1.0,0.8571428571428571,0.0
I love my career just getting bit demotivated,"Well, what other questions or concerns do you have for me?","I'm really sorry to hear that you're feeling demotivated. It’s tough when something you love doesn’t feel as fulfilling. It’s completely normal to go through ups and downs in your career. Sometimes, taking a step back to reflect on what you love about it or exploring new challenges can help reignite that passion. You're not alone in this feeling, and it's okay to seek support or even talk about it.",0.0034170206403382566,0.06818181818181818,0.8428571428571429,0.9714285714285714,1.9379801750183105,I understand. Can you tell me more?,0.018653567503517977,0.2222222222222222,1.0,0.8571428571428571,0.0
That was all! Thanks for all your support,I feel that you have really expressed the important things in your life that you need to. I am proud of you.,"I'm really glad I could be here for you. If you're feeling sad, it's completely okay to share what you're going through. Remember, it's important to talk about your feelings. You’re not alone in this.",0.008312565735249721,0.19047619047619044,0.9142857142857143,0.9714285714285714,1.8860690593719482,I understand. Can you tell me more?,0.0046084687273252435,0.13793103448275862,1.0,0.8571428571428571,0.0
Have a wonderful New Year ahead! Bye,I felt good to help you in December 2020.,"Thank you, and I hope the New Year brings you some joy and comfort. Take care, and if you ever want to talk, I'm here for you. Bye!",0.008839374326825921,0.15789473684210528,0.8928571428571429,0.9642857142857143,1.1499335765838623,I understand. Can you tell me more?,0.029519129053903102,0.25,1.0,0.8571428571428571,0.0
I do not know how to tell my husband that I am lonely and I want out of the marriage,"Oh, that sure is a heavy subject and a heavy thing to be on your mind.","I'm really sorry to hear that you're feeling this way. It must be incredibly difficult to be in a situation where you're feeling lonely and contemplating such a significant change. It's important to acknowledge your feelings and the weight of what you're experiencing. If you decide to share your feelings with your husband, it may help to approach the conversation with honesty and clarity, expressing your emotions and needs. Remember, you deserve to feel fulfilled and supported in your relationship. It's okay to seek help or support from friends or professionals as you navigate this challenging time.",0.005386428550901994,0.10084033613445378,0.7010309278350515,0.9690721649484536,2.502394437789917,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
He is not one you can talk to he usually just brushes things off,So you have tried to discuss your loneliness with your husband before?,"I'm really sorry to hear that. It must be frustrating and lonely when someone you want to talk to doesn't seem to understand or care. It’s tough to feel like your feelings aren’t being acknowledged. If you want to share more about it, I'm here to listen.",0.005145174324020217,0.09375,0.8085106382978723,0.9361702127659575,1.8740968704223633,I understand. Can you tell me more?,0.016170365420297903,0.10526315789473685,1.0,0.8571428571428571,0.0
"Yes he tells me it’s just in my head and I could just go out with him, but he drinks then to much so I do not like going out with him",I am sure that is frustrating! Does he drink at home as well or just when you go out?,"I'm really sorry to hear that you're feeling this way. It sounds like you're in a tough situation where your feelings are being dismissed, and that can be really hurtful. It's important for your feelings to be acknowledged, especially when it comes to your comfort and well-being. You're not alone in this, and it's okay to prioritize what feels right for you. How are you coping with this situation?",0.003467656961323781,0.08421052631578947,0.7681159420289855,0.9710144927536232,2.6177849769592285,I understand. Can you tell me more?,0.007074289872626415,0.15384615384615385,1.0,0.8571428571428571,0.0
And he hangs with some obnoxious people,Would a date night at home with take-out and a movie just the two of you be an option?,It sounds really tough to see someone you care about spending time with people who don't seem to bring out the best in him. It can be really frustrating and sad when the people we love surround themselves with others who don't treat them well. I'm here to listen if you want to share more about it.,0.004792230160209378,0.125,0.7894736842105263,0.9649122807017544,1.7799370288848877,I understand. Can you tell me more?,0.005948744994357206,0.07407407407407408,1.0,0.8571428571428571,0.0
"He would go to sleep , and then he thinks I am crazy he says we are no kids anymore that need to go on a date we are married",Do you think you both might be open to talking to a marriage counselor?,"It sounds like you're feeling really hurt and misunderstood. It's tough when someone you care about doesn't see things the way you do, especially in a relationship. Wanting to keep the romance alive is completely valid, and it can be disheartening when your partner doesn't share that desire. You're not crazy for wanting to feel connected and cherished. How are you coping with these feelings?",0.00438360506640795,0.09523809523809522,0.8769230769230769,0.9846153846153847,2.164473295211792,I understand. Can you tell me more?,0.012151662434083676,0.09523809523809523,1.0,0.8571428571428571,0.0
I turned this situation in every direction and I just am not able to find a solution,"Well, what about you finding a counselor for yourself who could help you with your own self-care? Perhaps it could be a start and then he/she could help you end your marriage if you still want to.","I'm really sorry to hear that you're feeling this way. It can be incredibly frustrating to feel stuck and not see a way forward. It's okay to feel overwhelmed sometimes. If you want to talk about it more, I'm here to listen.",0.007144717698130144,0.18823529411764706,0.8571428571428571,0.9523809523809523,1.720576286315918,I understand. Can you tell me more?,0.00045464049217363905,0.043478260869565216,1.0,0.8571428571428571,0.0
Maybe you are right  I might get then some self esteem as well again,I know from experience that our self esteem suffers when we're in an unhappy marriage. It takes a lot of courage to seek help so I applaud you!,"It's completely understandable to feel that way. Regaining self-esteem can be a gradual process, and it's okay to take small steps toward it. Remember, you deserve to feel good about yourself, and it's great that you're recognizing the need for change. I'm here to support you through this journey.",0.004928412630671679,0.19047619047619047,0.8367346938775511,0.9387755102040817,1.665804147720337,I understand. Can you tell me more?,0.0016445486773124206,0.1111111111111111,1.0,0.8571428571428571,0.0
Thank you you are very kind,I'm glad I could help and I wish you the best of luck!,"You're welcome. I'm really glad you feel that way. It's okay to feel sad sometimes, and I'm here to listen if you want to share more about what's on your mind.",0.008531104334876973,0.24,0.8387096774193549,0.967741935483871,1.233022928237915,I understand. Can you tell me more?,0.01666998712262484,0.19047619047619047,1.0,0.8571428571428571,0.0
"I'm, okay, thanks, and you?  I'm feeling a bit down because I'm alone for the holidays.","Well that's no good, does your family live far away?","I'm really sorry to hear that you're feeling down, especially during the holidays. It's tough to feel alone during this time when many people are celebrating with others. If you want to talk about it, I'm here to listen.",0.0,0.07407407407407407,0.8717948717948718,0.9743589743589743,4.049180269241333,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
"Yes, my family is scattered all over the country, like Seattle, Georgia, PA.  I'm sure I'm not the only one with no plans this weekend, though.","True but I can understand that, it is hard being alone at the holidays.","I’m really sorry to hear that you’re feeling this way. It’s tough when family is far away and you don’t have plans to connect with them. It’s completely understandable to feel sad about that. If you’d like, we can talk about it more or explore other ways to find some connection this weekend. You're definitely not alone in feeling this way.",0.00422741345345173,0.12195121951219512,0.8524590163934426,0.9508196721311475,2.3809421062469482,I understand. Can you tell me more?,0.012151662434083676,0.19047619047619047,1.0,0.8571428571428571,0.0
No.  My nearby friends all went away for the holidays.  I could probably just occupy my time with things I need or want to do in order to distract myself.,What kind of hobbies do you have?,"I'm really sorry to hear that you're feeling this way. It can be tough when friends are away, especially during the holidays. Finding things to occupy your time is a good idea, but it’s also okay to feel sad about missing your friends. If you ever want to talk about it or share what you're doing to keep busy, I'm here to listen.",0.0028919892142542742,0.05333333333333333,0.8571428571428571,0.9841269841269841,2.1083884239196777,I understand. Can you tell me more?,0.033031643180138064,0.14285714285714285,1.0,0.8571428571428571,0.0
I'm teaching myself the piano.  I'm also teaching myself  how to work a stenography machine for possible future employment as a stenographer.  I also like to read novels.,I have never understood how those work..I find it amazing someone can type out whole words or sentences with one word,"It sounds like you have a lot on your plate with learning the piano and stenography! Those are both impressive skills to develop, and it's great that you’re pursuing them. Reading novels is a wonderful way to escape and find comfort, especially when you're feeling down. Balancing all these interests can be challenging, but it also shows your dedication and passion. If you're feeling sad, remember that it's okay to take a break and give yourself some kindness. How are you feeling about your progress in these areas?",0.0030744163116029,0.06956521739130433,0.7954545454545454,0.9772727272727273,2.6748833656311035,I understand. Can you tell me more?,0.004470346785554712,0.13793103448275862,1.0,0.8571428571428571,0.0
"Yeah, it's pretty cool.  For example, if I hit DRAT in one stroke, then ""Did there come a time"" will appear in English on my machine's  LCD screen.","Wow that is crazy, I don't understand how that works, is it preprogrammed or does it go by how the word sounds?","It sounds like you’re sharing something that might bring you a bit of joy, but I can sense that there’s a sadness underneath. If you’d like to talk more about how you’re feeling or what’s on your mind, I’m here to listen.",0.006568301273760529,0.11267605633802817,0.8809523809523809,0.9761904761904762,1.77970290184021,I understand. Can you tell me more?,0.0038752448326166435,0.13333333333333333,1.0,0.8571428571428571,0.0
"Each stenographer has their own ""Personal Dictionary"" which is a list of words in English along with how you in particular write out those words or phrases in steno.  This dictionary is present within the actual steno machine after you transfer it from your laptop to the machine via cable or wifi.  Thus your machine then knows how you write out words in particular and how to translate those words from steno to English - each stenographer writes a little differently.","OK that makes sense, so you basically program it as the user. I take it your stenography machine becomes pretty close to you lol","It sounds like you're going through a lot with your work as a stenographer. The intricacies of having a personal dictionary and the ways each person has their own unique style can be quite overwhelming at times. It’s understandable to feel a bit sad when dealing with these complexities, especially if you're striving for accuracy and efficiency. If you ever want to talk more about it or share what’s been on your mind, I’m here for you.",0.0036867058447033006,0.11320754716981131,0.8831168831168831,0.987012987012987,1.9704930782318115,I understand. Can you tell me more?,0.0034631596044324827,0.12903225806451613,1.0,0.8571428571428571,0.0
"Yes, exactly!  And it's very important to back up your personal dictionary to the cloud or a seperate drive so that you don't lose it in a hard-drive crash.  A lot of work goes into creating that dictionary!  No, it's happened before, being along for the holidays; but you've helped to cheer me up, so thanks!","No problem, I hope I have made your day a little better!","I'm really glad to hear that I could help cheer you up a bit. It sounds like you've been through some tough times, especially during the holidays. It's important to have those moments of support, and I'm here for you. If you want to talk more about what you're feeling or anything else on your mind, I'm here to listen.",0.004299703119715468,0.10256410256410256,0.8833333333333333,0.9666666666666667,2.6012988090515137,I understand. Can you tell me more?,0.016170365420297903,0.10526315789473685,1.0,0.8571428571428571,0.0
"You have, thanks!  Did you do anything special?",Have a good rest of this year and don't forget to make your New Year's resolution!,"It sounds like you might be feeling a bit down. If you want to share what’s on your mind or how you’re feeling, I’m here to listen.",0.009186672262412125,0.125,0.9259259259259259,0.9629629629629629,1.5583620071411133,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
"I will do that - you too.  Thanks, again...","Not really, stayed home lol... Have a good one!","It sounds like you're going through a tough time. I'm here for you, and I appreciate you sharing your thoughts. If you want to talk more about what's on your mind, I'm all ears.",0.005474870710453651,0.0425531914893617,0.9117647058823529,0.9705882352941176,1.446640968322754,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
You too... bye now...,Good day!,"I’m really sorry to hear that you're feeling this way. It’s okay to feel sad sometimes. If you need to talk or share what’s on your mind, I’m here for you. Take care of yourself.",0.0,0.0,0.9142857142857143,0.9714285714285714,1.7144041061401367,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
Hope you are doing well,"i'm good, what is troubling you this afternoon?","Thank you for your kind words. I’m here for you, and I can sense that you might be going through a tough time. If you’d like to talk about what’s on your mind, I’m here to listen.",0.005011724662824517,0.12,0.8378378378378378,0.9459459459459459,1.300429344177246,I understand. Can you tell me more?,0.028634401465295497,0.25,1.0,0.8571428571428571,0.0
I am not happy with my friends. They were trying to let me down,"if i get you clearly, you mean your friend disappointed you. how?","I'm really sorry to hear that you're feeling this way. It sounds really tough to feel let down by your friends, especially when you expect support from them. It's completely understandable to feel sad in this situation. If you want to talk more about it, I'm here to listen.",0.004928412630671679,0.15384615384615385,0.8163265306122449,0.9591836734693877,1.656524658203125,I understand. Can you tell me more?,0.016170365420297903,0.2105263157894737,1.0,0.8571428571428571,0.0
Yes. There were a argument between two of my friend while trying to resolve the issue they all started targeting me.,i have a hard time with my friends too sometimes,"I'm really sorry to hear that you're going through this. It must be really tough to be caught in the middle of an argument between your friends. It can be painful when people we care about start to turn on us, especially when we're just trying to help. How are you feeling about everything?",0.0,0.05970149253731343,0.8333333333333334,0.9814814814814815,2.3645429611206055,I understand. Can you tell me more?,0.0,0.11764705882352941,1.0,0.8571428571428571,0.0
Then what you do at that time,"i used to give them time to cool off, when they are back to their senses, they will contact me and apologize","It sounds like you might be going through a tough time. I'm here to listen if you want to share more about what you're feeling or what’s been on your mind. It's okay to feel sad sometimes, and talking about it can help.",0.00606212098164554,0.14492753623188404,0.9069767441860465,0.9767441860465116,1.5012507438659668,I understand. Can you tell me more?,0.0038752448326166435,0.13793103448275862,1.0,0.8571428571428571,0.0
"I was trying to stop the fight, I just said bit loud , ""Stop  all this  nonsense at my place."" Then they all started backfiring me.","oh,jst give them time to reflect on what happen, they will definitely reach out to you, but you also have to make an effort to forgo the situation because they see you raising your voice on them as a sign of command of seniority.","I'm really sorry to hear that you went through such a difficult situation. It must have been frustrating to try to mediate and then feel attacked instead. It’s tough when conflicts escalate, especially when you’re just trying to maintain peace. How are you feeling about everything now?",0.0065749473089553884,0.12631578947368424,0.8936170212765957,0.9787234042553191,1.7806627750396729,I understand. Can you tell me more?,0.00016725289019474784,0.038461538461538464,1.0,0.8571428571428571,0.0
I feel like they are not my true friends. you are right I should give them time to realize their mistakes,"exactly, that will also gives you the necessary time to know how to react to their forthcoming apologies","I'm really sorry to hear that you're feeling this way. It can be really tough to feel uncertain about friendships and whether people truly understand you. Giving them time might help, but it's also important to take care of your feelings in the meantime. You're not alone in this, and it's okay to feel sad about it.",0.005212783368500717,0.125,0.8421052631578947,0.9649122807017544,1.841130256652832,I understand. Can you tell me more?,0.006862263989047967,0.08,1.0,0.8571428571428571,0.0
Thanks for all your suggestions. I would try to implement on it.,"even if they haven't reach out, that doesn't mean they are not sorry","It sounds like you’re going through a tough time, and I really appreciate you sharing that with me. If you need to talk more about what you're feeling or if there's anything specific on your mind, I'm here for you. It's okay to take things one step at a time.",0.004361453072458876,0.028571428571428574,0.94,0.98,1.8643162250518799,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
have a wonderful New Year! Bye,"yes, give them time","Thank you! I hope you have a wonderful New Year as well. If you're feeling a bit down, remember that it's okay to have those feelings too. Take care of yourself, and I'm here if you ever want to talk. Bye for now!",0.0,0.0,0.9069767441860465,0.9767441860465116,7.476913928985596,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
I recently lost my job due to Covid 19 and I'm scared.,When did you lose your job?,"I'm really sorry to hear that you're going through such a tough time. Losing a job can be incredibly stressful, especially in the midst of everything happening with COVID-19. It's completely normal to feel scared and uncertain about the future right now. Please know that you're not alone in this, and it's okay to reach out for support. How are you coping with everything?",0.00284570245153172,0.07894736842105264,0.859375,0.96875,1.9439423084259033,That sounds difficult. What do you think you can do?,0.021105340631872645,0.125,0.9,0.9,0.0
